Count,Modem,Time
870,d3ad0001,13316876
871,d3ad0001,13332170
872,d3ad0001,13347466
873,d3ad0001,13362760
874,d3ad0001,13378051
875,d3ad0001,13393348
876,d3ad0001,13408640
877,d3ad0001,13423933
878,d3ad0001,13439229
879,d3ad0001,13454523
880,d3ad0001,13469813
881,d3ad0001,13485107
882,d3ad0001,13500404
883,d3ad0001,13515700
884,d3ad0001,13530994
885,d3ad0001,13546290
886,d3ad0001,13561585
887,d3ad0001,13576881
888,d3ad0001,13592175
889,d3ad0001,13607471
890,d3ad0001,13622764
891,d3ad0001,13638057
892,d3ad0001,13653350
893,d3ad0001,13668646
894,d3ad0001,13683942
895,d3ad0001,13699237
896,d3ad0001,13714533
897,d3ad0001,13729827
898,d3ad0001,13745124
899,d3ad0001,13760418
900,d3ad0001,13775713
901,d3ad0001,13791009
902,d3ad0001,13806302
903,d3ad0001,13821595
904,d3ad0001,13836888
905,d3ad0001,13852184
906,d3ad0001,13867475
907,d3ad0001,13882769
908,d3ad0001,13898065
909,d3ad0001,13913359
910,d3ad0001,13928651
911,d3ad0001,13943945
912,d3ad0001,13959242
913,d3ad0001,13974538
914,d3ad0001,13989831
915,d3ad0001,14005125
916,d3ad0001,14020423
917,d3ad0001,14035717
918,d3ad0001,14051013
919,d3ad0001,14066308
920,d3ad0001,14081600
921,d3ad0001,14096899
922,d3ad0001,14112194
923,d3ad0001,14127490
924,d3ad0001,14142784
925,d3ad0001,14158078
926,d3ad0001,14173370
927,d3ad0001,14188664
928,d3ad0001,14203956
929,d3ad0001,14219256
930,d3ad0001,14234552
931,d3ad0001,14249846
932,d3ad0001,14265139
933,d3ad0001,14280436
934,d3ad0001,14295732
935,d3ad0001,14311027
936,d3ad0001,14326320
937,d3ad0001,14341616
938,d3ad0001,14356913
939,d3ad0001,14372211
940,d3ad0001,14387508
941,d3ad0001,14402802
942,d3ad0001,14418094
943,d3ad0001,14433388
944,d3ad0001,14448684
945,d3ad0001,14463979
946,d3ad0001,14479275
947,d3ad0001,14494571
948,d3ad0001,14509868
949,d3ad0001,14525165
950,d3ad0001,14540459
951,d3ad0001,14555756
952,d3ad0001,14571049
953,d3ad0001,14586343
954,d3ad0001,14601636
955,d3ad0001,14616930
956,d3ad0001,14632221
957,d3ad0001,14647517
958,d3ad0001,14662810
959,d3ad0001,14678105
